a3ec5ba3-ee39-4b8f-b6eb-04c0dd761690,1758957715,wrong-ans,81
108fbb79-af89-4f67-be99-6a2d1eed630a,1759458436,correct-ans,31
8af151ba-58ac-43cb-bd1a-c9da36a5f73e,1761116506,correct-ans,51
02fc68f3-db44-4bd1-b87a-cbdeb588dde7,1760270096,correct-ans,1
4018cbce-3e48-4006-bb3c-ee6dfc25dfcc,1760401464,queries,1
ac5217e7-6a01-4cab-90e9-21135c4e5eb1,1759888058,time-spent-mins,1
7ff7cad9-f11c-4d7c-9d66-fd4feb9e6b2e,1760252946,wrong-ans,41
f3f45bdb-7503-48b7-a784-1c5fae94c04d,1759442247,queries,61
08b165fd-8a37-4a89-a812-2ce518220ef8,1761007675,time-spent-mins,1
4b997cf8-de21-4fbd-b553-fab4b06673e1,1760922021,time-spent-mins,1
07062d15-cfd8-400c-b9de-a3e388de86b0,1760491554,queries,31
4ff7fe40-1790-4a2b-ae38-634af915df51,1758933608,queries,21
b72affa2-a5f4-4820-b824-7c58faee7801,1758628496,wrong-ans,1
92ff5105-1f14-4cba-b2d8-fdba91d68a54,1759264321,wrong-ans,61
43d4806f-0314-4344-b947-79713be093be,1759018404,wrong-ans,41
999789b9-333d-417d-bfb2-1b7c5b5e7f59,1759741456,time-spent-mins,1
30239749-d8b4-41e2-aaa1-a941d3bd99bc,1759338932,wrong-ans,1
3ba7c798-f9ef-4868-b40d-ecfc1957f862,1759132879,time-spent-mins,1
0831d858-d344-49ef-a5cd-e4a830b63e80,1760005291,queries,1
4caca86c-7368-41d8-bd95-3874c7ee4fff,1760729544,wrong-ans,31
15fec074-a8ca-488e-a215-6d14a870b20c,1760987256,time-spent-mins,1
55836464-42b9-47d9-8f35-0ed1930aa1a3,1758693198,wrong-ans,1
1693e606-9ec0-4194-b91b-21b4d774557e,1759185529,wrong-ans,81
1b4d291a-36d7-4ed5-9dc0-abd4229552a6,1759698543,wrong-ans,11
07062d15-cfd8-400c-b9de-a3e388de86b0,1760491554,queries,31
4ff7fe40-1790-4a2b-ae38-634af915df51,1758933608,queries,21
b72affa2-a5f4-4820-b824-7c58faee7801,1758628496,wrong-ans,1
92ff5105-1f14-4cba-b2d8-fdba91d68a54,1759264321,wrong-ans,61
43d4806f-0314-4344-b947-79713be093be,1759018404,wrong-ans,41
999789b9-333d-417d-bfb2-1b7c5b5e7f59,1759741456,time-spent-mins,1
30239749-d8b4-41e2-aaa1-a941d3bd99bc,1759338932,wrong-ans,1
3ba7c798-f9ef-4868-b40d-ecfc1957f862,1759132879,time-spent-mins,1
0831d858-d344-49ef-a5cd-e4a830b63e80,1760005291,queries,1
4caca86c-7368-41d8-bd95-3874c7ee4fff,1760729544,wrong-ans,31
15fec074-a8ca-488e-a215-6d14a870b20c,1760987256,time-spent-mins,1
55836464-42b9-47d9-8f35-0ed1930aa1a3,1758693198,wrong-ans,1
1693e606-9ec0-4194-b91b-21b4d774557e,1759185529,wrong-ans,81
1b4d291a-36d7-4ed5-9dc0-abd4229552a6,1759698543,wrong-ans,11
